id,yield
15415,5956.198742766306
15416,6938.957452364009
15417,5788.580730608185
15418,7579.299006333695
15419,4401.50651672793
15420,4173.140081889599
15421,6301.948023520573
15422,3720.0624634244596
15423,6656.5671001740875
15424,6414.263725618734
15425,6943.5382373652155
15426,3820.9447745420625
15427,7590.524481203909
15428,6375.729792631847
15429,7375.281808362547
15430,6507.834182804503
15431,5286.463525657771
15432,5210.178684444669
15433,4719.185904014042
15434,8375.581009963324
15435,4045.3935086853844
15436,4717.144132817118
15437,5016.746799777174
15438,5499.428382392885
15439,7375.633427476734
15440,5455.692391614283
15441,6513.036234118905
15442,5414.14729323749
15443,4684.6216626229725
15444,5766.973844171226
15445,3601.599456380406
15446,6619.500345874478
15447,6590.26019208798
15448,7972.991975105584
15449,8166.284774421611
15450,7085.025394280964
15451,5305.022916869569
15452,4528.525199970461
15453,7473.945761340496
15454,6563.145589084959
15455,8300.739527595837
15456,6428.087213082046
15457,6370.293341035506
15458,5646.16596529515
15459,6190.5396531760925
15460,5706.534426413667
15461,5095.474652335207
15462,5182.494008666378
15463,6708.882419814964
15464,6296.214341869054
15465,6719.452701924258
15466,7315.1560376480265
15467,7330.631579010145
15468,3481.700530683073
15469,2512.0494890121504
15470,7430.225857198692
15471,7334.305572772015
15472,6616.3985087476185
15473,5235.5329618978085
15474,6818.46230957665
15475,5177.18480106582
15476,5263.09205219142
15477,5685.85137870849
15478,4457.553583979233
15479,7352.094773611602
15480,6802.439144773745
15481,6457.859569478697
15482,6324.330843277559
15483,6779.190353508911
15484,6335.065438952013
15485,7519.924888771905
15486,6185.514385910688
15487,7863.17214396146
15488,7148.22691747246
15489,5489.653315806374
15490,6224.822406480799
15491,6569.925416216365
15492,5215.471492896392
15493,7328.271736352447
15494,6365.112473621458
15495,6875.2612116883365
15496,6918.60039516841
15497,4776.143197839456
15498,6692.741601851112
15499,6498.2218215079765
15500,7473.196434324923
15501,5507.278901381851
15502,7647.74691648487
15503,7451.514323056659
15504,6801.306618393694
15505,6189.518272796362
15506,4536.561798818103
15507,4689.454175573096
15508,6085.4718208682725
15509,4023.3807217678795
15510,5005.168981925095
15511,6156.497736610906
15512,5357.846755367152
15513,6713.300766715731
15514,7912.010497417348
15515,6703.974644558644
15516,5138.8567397407305
15517,7737.168964306641
15518,7112.76065881818
15519,7068.7848712077
15520,5666.798298802739
15521,6479.869730863129
15522,6352.821784068331
15523,6580.653420123271
15524,7196.6376659782545
15525,5243.695659170557
15526,5511.865179283105
15527,4495.772543734765
15528,4278.03672330387
15529,7424.895005848829
15530,6601.494076166027
15531,6661.860799385202
15532,7192.289737150734
15533,4797.837763433892
15534,7980.808343015891
15535,4052.993119084241
15536,6550.115083711971
15537,5489.067017118939
15538,6646.953683061504
15539,7404.424570314324
15540,6167.157752030108
15541,6366.154386552345
15542,7163.953966081431
15543,7114.951601556333
15544,4664.688273832738
15545,4942.552235138076
15546,7548.4635263574155
15547,5508.548364711902
15548,5983.388869147637
15549,7088.97586307081
15550,6632.45600437086
15551,7107.299262658303
15552,6407.97094924035
15553,4284.976115949763
15554,5565.335197624195
15555,5984.042536758725
15556,6774.803149509385
15557,7061.16089591775
15558,4084.0684538214114
15559,5560.821201034766
15560,7791.106468005385
15561,5536.051842547045
15562,7540.511008590385
15563,6682.133786958926
15564,4393.467173994132
15565,6406.746147674923
15566,6684.155628197701
15567,6534.7984210442155
15568,3252.92805967699
15569,4243.8504434987835
15570,5283.5701417502
15571,5180.388143257187
15572,4130.183630721909
15573,5847.565583957109
15574,6202.597758282661
15575,6482.832887383458
15576,4371.493918979521
15577,5901.287452830541
15578,6589.308470012464
15579,3213.0885116061177
15580,7662.77027880808
15581,7375.837589713387
15582,6669.47544908311
15583,3036.3222870704153
15584,5404.433701948234
15585,4145.948718415666
15586,6252.852350906308
15587,7943.0120825285185
15588,6443.870063799684
15589,5704.961060634697
15590,5064.156361048036
15591,5981.048731119871
15592,7901.277320526686
15593,7210.33990301447
15594,6876.463389717987
15595,4398.009256289793
15596,4720.922710880706
15597,5083.908546383156
15598,5287.53960457236
15599,5598.651068297555
15600,5556.487883831392
15601,6143.62128399729
15602,7686.113988424288
15603,5014.656132235155
15604,7347.472322207951
15605,6455.00285157162
15606,7579.87199762989
15607,5801.437160516523
15608,6798.0739738519405
15609,7335.958841396292
15610,6506.381083197894
15611,4682.362198046815
15612,5121.193364574663
15613,6452.852827875625
15614,4550.811596965787
15615,6256.348128057466
15616,6112.399739302437
15617,5375.318486891242
15618,6534.981303425638
15619,6809.3003489886705
15620,5005.115999100226
15621,4323.156620887111
15622,4197.724243965156
15623,5429.71141859248
15624,5275.799022064935
15625,4169.3334081329585
15626,7473.461583844251
15627,5509.24465159836
15628,5771.909015703468
15629,5906.633291563906
15630,5246.081736717921
15631,5744.595323320719
15632,5966.338114716516
15633,4968.406789900456
15634,7068.199779950705
15635,5266.6160912211635
15636,7530.371350651899
15637,5736.961152416042
15638,5670.133791641512
15639,4197.7765448738555
15640,5556.057519916706
15641,7080.096279013454
15642,6623.044660351866
15643,4569.148424795942
15644,6152.3708117511505
15645,5512.20347808344
15646,5617.26039553817
15647,7953.3374734472545
15648,5710.811446865011
15649,6781.827967223661
15650,7988.139195981057
15651,5526.67499440471
15652,8068.560284602239
15653,4980.9781440789475
15654,6838.766450183675
15655,4910.785067536521
15656,7196.147432328031
15657,5367.730552824675
15658,6747.496931534155
15659,7214.928302862244
15660,7708.377828909368
15661,7407.388008254294
15662,6822.6114275021155
15663,7355.678136287426
15664,4371.305152219289
15665,4391.063955674941
15666,4736.009322221996
15667,6654.011288178805
15668,7366.718756141931
15669,5111.720822317069
15670,6564.020260159845
15671,5764.083032947953
15672,5390.754189746033
15673,6939.439630748641
15674,6238.419787719658
15675,4703.359895450087
15676,5502.772416237316
15677,5324.617464495427
15678,7503.171474295817
15679,6381.319211141205
15680,4796.852173503832
15681,7320.1010288224
15682,6229.508079926431
15683,5645.672462376966
15684,6595.017794477446
15685,6815.179380017743
15686,7844.939663157448
15687,5628.854220200751
15688,7327.568163472847
15689,7303.177664098334
15690,6753.681663824702
15691,6215.349652026334
15692,5149.779474787635
15693,6707.922571076927
15694,6649.669752721375
15695,6203.6533025214785
15696,7223.083003763512
15697,5343.813158558827
15698,7240.131007530792
15699,5529.150795483065
15700,7335.532758354263
15701,4129.508733817037
15702,4697.450736935957
15703,3158.063680482768
15704,4485.87165773453
15705,6056.878512739537
15706,6593.3049731267565
15707,6053.6324054001925
15708,6254.041794224916
15709,7047.275188149859
15710,6730.263111404535
15711,6380.302677778481
15712,7108.078598621533
15713,5586.757501435955
15714,4593.716846629122
15715,5535.2627741930655
15716,6436.426933631717
15717,5073.322354899466
15718,5432.471073483388
15719,6135.981518639978
15720,5750.091420718021
15721,5468.2629382550585
15722,6824.359461989353
15723,6365.944078614861
15724,5120.06658659641
15725,5466.388505776704
15726,6886.437672617165
15727,6973.171890679573
15728,5050.852857794216
15729,5539.267459952142
15730,4826.417795201483
15731,5203.557852439126
15732,7494.980415041684
15733,6515.518366400941
15734,7378.620270049662
15735,5223.975321947312
15736,6668.474792504605
15737,6755.368041552793
15738,3416.4983490922664
15739,3901.441578866078
15740,7246.247385854501
15741,5563.269018617205
15742,6064.195988886793
15743,4581.068808442179
15744,6908.638626763965
15745,7735.445998078045
15746,6349.849218214421
15747,5361.70912946817
15748,7235.237636540805
15749,5611.860298253278
15750,6075.122835367472
15751,5441.67470525717
15752,5787.1096878973385
15753,6528.211237459036
15754,6147.460862580266
15755,5824.839305647037
15756,6796.283077460693
15757,5494.976351417739
15758,5521.440188566488
15759,5597.595148066687
15760,5709.7479154361445
15761,5164.160322820383
15762,3289.671438350631
15763,5750.071810111295
15764,7940.747374940456
15765,7251.465462874123
15766,8306.188157781391
15767,5965.701972392987
15768,5457.325397068336
15769,4576.993485206108
15770,4253.8063674549
15771,5370.482633078151
15772,5770.445319644343
15773,6552.118051007091
15774,3712.951449074327
15775,6492.735755037637
15776,5829.828886191299
15777,7710.198117470561
15778,6030.527653718905
15779,7697.208024241497
15780,6183.1435041949335
15781,6434.181152055517
15782,6821.266402528508
15783,7955.138457339994
15784,7758.795536790741
15785,7886.180654014774
15786,6528.721027900661
15787,6686.663014369858
15788,4506.814982706232
15789,4900.772870033246
15790,5510.201684748317
15791,6676.185763837471
15792,6668.612781569146
15793,6327.474893204901
15794,6681.888326367225
15795,5998.855929908756
15796,7852.8034193127205
15797,6489.248482172985
15798,4711.75089043035
15799,6497.538562520341
15800,6641.92238323886
15801,5493.561769066847
15802,4895.155342062599
15803,5840.73053961838
15804,7263.019006937284
15805,6333.980377757019
15806,7548.159256869237
15807,5115.881960997015
15808,4712.950682948658
15809,7682.879382273112
15810,5961.61105219337
15811,7793.963115952439
15812,5835.023687269197
15813,5147.210344206083
15814,6123.161330070845
15815,7406.752058344407
15816,6683.4050333995765
15817,3961.7721582168833
15818,7172.008802089616
15819,7194.431370031521
15820,4975.881856663918
15821,7226.242749856058
15822,6015.387456299416
15823,6100.979108690917
15824,5709.544404457083
15825,7181.296549467912
15826,6143.741777254228
15827,5966.910199164978
15828,4743.865337724111
15829,4567.076669166799
15830,3638.537731423364
15831,7133.745218124562
15832,4412.335620278464
15833,4648.015509198671
15834,6314.059059972884
15835,7288.521601083943
15836,7157.005070878209
15837,3532.023535596325
15838,7712.773618834068
15839,4801.0684364360195
15840,8022.002294252401
15841,3982.4688586243115
15842,6615.934422352002
15843,5833.96066264388
15844,5800.785908495056
15845,5368.087341977034
15846,7060.815613935592
15847,7772.450635772951
15848,5642.15576010996
15849,5066.747675627733
15850,7054.658980601123
15851,7203.258709462188
15852,8052.85689844707
15853,7365.325319449729
15854,5184.064301373324
15855,3949.654698232492
15856,4189.585555542878
15857,5846.7905482136275
15858,5679.248079595218
15859,5075.698698630969
15860,8249.793577561837
15861,5950.935794760814
15862,6299.1794789755895
15863,7630.571640866307
15864,5510.568138516354
15865,7247.372228457958
15866,6937.439526693447
15867,5684.410791341692
15868,7665.1416142203825
15869,4947.730469829381
15870,7792.836031760609
15871,5742.871168349671
15872,7455.143954464879
15873,8187.709366042977
15874,8101.087318347431
15875,7677.326009151934
15876,6170.371937526504
15877,6364.265422836463
15878,7987.031785800603
15879,7381.058763874775
15880,7928.611645236241
15881,4818.099519370125
15882,7312.711712780562
15883,6434.280541400869
15884,6495.456004844605
15885,5315.138501203482
15886,5028.468006974902
15887,6698.937574143296
15888,4479.849751758849
15889,6756.079897947594
15890,6036.027469253802
15891,6003.398616183536
15892,4579.151641008564
15893,5884.576844338228
15894,5208.4422880143275
15895,5756.758335298893
15896,6500.495279319178
15897,6455.8599686157795
15898,5123.360627421134
15899,7346.920361800555
15900,5634.904990548039
15901,6650.3415713311315
15902,5208.305974143095
15903,6045.427533582336
15904,5490.747151449773
15905,8163.999932195289
15906,7186.234265278144
15907,7177.628041076797
15908,5656.534824936464
15909,5558.683044931732
15910,5875.766988602949
15911,6429.667755578086
15912,6913.181175592094
15913,7090.122961845823
15914,5512.831161655824
15915,6196.59757830922
15916,5181.47361893956
15917,5460.301432295778
15918,4406.555659569159
15919,7349.340459671062
15920,5757.595632494938
15921,5745.460589467988
15922,7375.185451254481
15923,4862.215244935901
15924,5348.270035638766
15925,7370.764321327034
15926,6539.531755243162
15927,3686.6926374755076
15928,5393.53282330984
15929,6442.435551019996
15930,7068.962553614651
15931,6751.970008238173
15932,4303.563053862042
15933,4669.15783750854
15934,6099.4347428242545
15935,5956.951943261378
15936,4321.295961070175
15937,6648.74913245393
15938,6662.641375402822
15939,6955.889598329235
15940,5849.436809502902
15941,6613.90411222214
15942,7918.005783232277
15943,7852.858929505103
15944,5086.894477220486
15945,5441.7948195085455
15946,6029.772167779464
15947,4241.239863871128
15948,4768.389077475283
15949,2936.9315703968205
15950,8189.72541900105
15951,5729.992806370441
15952,6035.039652327927
15953,5113.857274793345
15954,7043.781739236482
15955,6197.493066053483
15956,5820.894358558417
15957,6509.9079078070245
15958,6640.4498051154
15959,6256.706776478073
15960,6524.397234160798
15961,5326.4770065689945
15962,5057.028366660746
15963,7229.629609169547
15964,5852.00160671573
15965,6149.102917916283
15966,2925.9225766272116
15967,5911.106459504862
15968,5954.065261496797
15969,4369.772023069825
15970,6490.382132809947
15971,5558.932892150558
15972,6240.401737966836
15973,6256.219921132692
15974,6516.624014815013
15975,8193.784148874416
15976,6567.881077911601
15977,7946.520262100015
15978,7868.68236059343
15979,7444.239753586033
15980,7172.587231694795
15981,5141.955886099569
15982,6737.63444147826
15983,7233.871644555732
15984,6874.888326632853
15985,4558.478815908458
15986,6277.845036380416
15987,3812.6199972157788
15988,6000.722034909038
15989,6686.115563456945
15990,5537.86995785893
15991,6857.637883575653
15992,4355.215863714699
15993,5317.034564886088
15994,5760.3285410423905
15995,5524.427810256614
15996,7258.0163492449365
15997,5322.961651957884
15998,6590.825577727278
15999,6343.600781563906
16000,8005.715971025368
16001,6736.7331790760145
16002,3958.2356048318643
16003,6148.928391718329
16004,5506.715907176298
16005,7235.369253366039
16006,7266.763069016072
16007,3993.1068618536856
16008,5408.157540407252
16009,3701.0676401495234
16010,3205.2007508530673
16011,6323.517859341239
16012,7416.903423199292
16013,7587.2336487611165
16014,5821.674007987263
16015,6401.103496003134
16016,5170.2927847521405
16017,6013.020881540216
16018,6817.837003363571
16019,7386.891780727351
16020,5907.6924726801235
16021,7546.905254998692
16022,6237.019230098293
16023,5290.60192053012
16024,6853.1290652847065
16025,4554.7016876090565
16026,6231.6689153876005
16027,5484.708043992993
16028,7563.509529393004
16029,6284.2125283508
16030,3140.1016109448524
16031,5921.363582293727
16032,6209.121672642618
16033,6488.161675263548
16034,5030.864559916762
16035,7256.905241279644
16036,6568.164660747542
16037,4373.430758484358
16038,5458.679502893451
16039,2717.886071769614
16040,5112.428852327331
16041,6759.817117792517
16042,6543.005007170948
16043,6680.156739305268
16044,4544.08180166294
16045,4417.840036763588
16046,6107.870589928534
16047,3942.3170494494843
16048,4234.156285155955
16049,8000.3783145007565
16050,5930.306679168986
16051,6989.496442429418
16052,5944.1379035643295
16053,4187.655694167983
16054,5228.823421507808
16055,7233.278195315337
16056,7895.142675510901
16057,2880.9003376594974
16058,5797.747042414346
16059,5475.826881377693
16060,7145.562468128774
16061,4078.4686945808267
16062,7128.124078252444
16063,6031.838435720853
16064,6274.336654214927
16065,6087.974472289457
16066,6481.448191638367
16067,6862.961957423246
16068,5838.130062844295
16069,4210.999837238347
16070,5772.912574058244
16071,5050.115025758639
16072,6978.034783835462
16073,5182.102349565418
16074,5437.5083550649
16075,6568.391474304009
16076,7484.814488812118
16077,7374.44864562207
16078,6489.200250020607
16079,6739.277653489695
16080,6492.791705382735
16081,4666.590573224521
16082,6427.965188536788
16083,3666.5979514125265
16084,6864.576502135906
16085,5319.395271938647
16086,7197.703993266624
16087,7055.625204243301
16088,7551.808666056181
16089,5978.759521856862
16090,7075.057853907339
16091,5434.643597225574
16092,6653.292971108549
16093,4541.098837926495
16094,6113.534167108064
16095,4867.1490102752605
16096,4436.105163247411
16097,6515.284676034027
16098,7278.807329168868
16099,6135.948493829095
16100,7282.590732486206
16101,6567.694826104679
16102,7171.466521704998
16103,8033.00277648964
16104,4512.8334280084855
16105,4540.646895897928
16106,6387.234114127435
16107,4528.904011891289
16108,6856.194144722943
16109,6069.87433334812
16110,3156.2405851394997
16111,3801.025782445845
16112,4698.506992198033
16113,7018.42810352088
16114,5756.350590256038
16115,7727.317278830359
16116,6765.977646780597
16117,5137.676590802571
16118,6448.017559198612
16119,6272.993159445946
16120,4898.150658839938
16121,5447.417674493104
16122,5575.249614803773
16123,4222.12573920082
16124,5548.793789307005
16125,7282.9759821372445
16126,6864.262977725843
16127,7069.787598233819
16128,6465.810824999895
16129,7169.907632769622
16130,7948.905310150185
16131,6493.880120790207
16132,6782.935191158431
16133,6293.110399387221
16134,4133.612656919547
16135,4145.952270031464
16136,4540.39599572458
16137,7717.920264475601
16138,2673.0711090526397
16139,7198.227955985286
16140,7908.042473039215
16141,5491.171508282615
16142,4351.063214337689
16143,7329.406712092804
16144,7067.83991463845
16145,6694.96996573888
16146,3499.1833201634213
16147,6047.368253043363
16148,6957.857395630866
16149,6828.751003668747
16150,5069.494836779524
16151,5745.928745901588
16152,7611.390059697339
16153,3739.273629871166
16154,4259.798809175257
16155,6066.4972170337105
16156,4685.55122948091
16157,5710.168301257705
16158,6457.266372877638
16159,5345.797599341165
16160,5467.868928271428
16161,7187.193100748155
16162,7108.457207213209
16163,3861.03379313276
16164,4589.587505115968
16165,7272.8794775156975
16166,6984.116988246616
16167,4766.810664491105
16168,4205.557927433188
16169,4183.222481191359
16170,6068.728305486642
16171,6097.307232717971
16172,8195.527012556442
16173,6556.151675883854
16174,8093.3205733556315
16175,6032.718952704457
16176,6154.536260975707
16177,6740.933988656193
16178,4717.280991845362
16179,5656.805995396296
16180,6899.464320245979
16181,6798.085437898741
16182,5356.313537582763
16183,5949.808746150471
16184,5933.399998151605
16185,5503.743179093181
16186,4339.1643126463905
16187,5848.439579362161
16188,7141.672448905918
16189,6061.693295569175
16190,7417.434067365981
16191,6605.9566133625685
16192,5765.739894605532
16193,6107.641164625123
16194,8285.90221224678
16195,7513.012474157782
16196,7499.6208655914115
16197,6852.333495437139
16198,5336.415311367038
16199,5592.091498788059
16200,5638.999718163459
16201,6811.346678992555
16202,6074.332573017635
16203,5944.457739081703
16204,4114.256372619303
16205,5665.021051081177
16206,5523.250242986271
16207,5132.478422051866
16208,5987.72843515143
16209,7870.123515829032
16210,7816.431559038589
16211,4836.074395751487
16212,4646.068032668556
16213,4995.316713505461
16214,3788.7779424585115
16215,6530.811873971088
16216,6761.68362764101
16217,4418.702619647963
16218,7430.291765137244
16219,3992.173008828302
16220,6465.655535426169
16221,8404.559055084626
16222,6085.74369920112
16223,6143.103668534593
16224,5262.95471832965
16225,5609.968290349245
16226,5827.850925278689
16227,7738.138890862723
16228,7477.9098905534365
16229,7067.8873767789055
16230,7264.635410161991
16231,5810.685693428212
16232,3091.7908071947477
16233,4195.440131962879
16234,6872.196506270878
16235,6208.2364256914725
16236,5955.226989031981
16237,7253.016419934461
16238,6368.8564967974535
16239,5970.492973700133
16240,5587.349282456527
16241,3770.4353506445286
16242,7274.296520263449
16243,3576.995412981643
16244,7108.502721926315
16245,7183.819082794814
16246,5671.810713413164
16247,7380.211001274193
16248,7573.164668158373
16249,7438.4592267962025
16250,5776.721461682033
16251,6232.588707005247
16252,4514.586343494119
16253,8252.90436961566
16254,5437.267571436459
16255,6776.091232721616
16256,7720.88116971
16257,7549.552040311137
16258,4853.347139465559
16259,6953.700671851073
16260,4044.9597562649055
16261,3540.9531387124575
16262,6681.81282819067
16263,6956.31532238206
16264,6059.711406795745
16265,8057.562451672677
16266,5891.836466434833
16267,5540.55279273682
16268,5435.688291429118
16269,6341.321059623532
16270,6117.453430549226
16271,6178.439428114018
16272,4948.340615841432
16273,5829.035343463574
16274,4561.241165304956
16275,6642.917407228651
16276,6697.404057167615
16277,7069.118170451314
16278,7291.225786250736
16279,6054.85433983118
16280,5693.904961617153
16281,4363.834326765218
16282,6368.966354269259
16283,7151.008339591649
16284,6575.8254948035665
16285,5726.760278165867
16286,5095.149322223702
16287,5450.598858084292
16288,5041.22807334421
16289,6122.076999951415
16290,8033.437417175251
16291,4210.45132111208
16292,4330.189810195535
16293,4409.175538743748
16294,8118.903380522144
16295,5839.9580621970745
16296,3970.5710747332823
16297,4004.4003750167244
16298,7316.295712995422
16299,4803.488782403666
16300,6521.614940737331
16301,7345.29835296989
16302,4083.5063839867466
16303,5125.547043926848
16304,4602.9745791653895
16305,5737.277866833146
16306,6538.838444533062
16307,7874.376987121204
16308,5164.359225379065
16309,7539.2830115371435
16310,3525.6396670733006
16311,4149.2437380472975
16312,6242.878094372431
16313,7144.600661745859
16314,6774.114115551736
16315,4453.344691851158
16316,4019.7636425426526
16317,8703.91152459093
16318,5707.99717867921
16319,5764.773403857312
16320,4986.261160445847
16321,5349.435095287095
16322,5110.332296531165
16323,6668.506985142146
16324,7594.084856948921
16325,4074.8094212436486
16326,8142.549941238524
16327,5856.931369623876
16328,6210.24797477557
16329,4315.4882099867755
16330,4278.485904484267
16331,5764.303685002782
16332,7192.979073155801
16333,4687.831689627248
16334,6069.200353379615
16335,6072.588572907423
16336,6810.826393197861
16337,4349.298033857109
16338,6051.560963991424
16339,6194.3928632522375
16340,5755.585924725845
16341,6605.974602525076
16342,7485.718919249685
16343,5646.020089562016
16344,7775.110628213531
16345,6227.797269285088
16346,4358.801142905322
16347,7142.07316937641
16348,5382.948819030269
16349,6056.131503352133
16350,6291.311608004809
16351,7369.661338458652
16352,4057.752459606739
16353,7324.942951555489
16354,5968.5456505250795
16355,4608.603809700263
16356,5946.0193471998455
16357,5510.650040614806
16358,5539.1885483488595
16359,7361.111953124162
16360,6018.116378876797
16361,5931.78417174398
16362,6396.714527114004
16363,5394.215782141724
16364,7688.300950092004
16365,4353.237138707218
16366,6721.31374850792
16367,6222.95272319375
16368,5206.6781922982345
16369,7810.657242834779
16370,7688.774873956954
16371,6574.331914613431
16372,5857.657571317735
16373,7047.782801413893
16374,5791.648742667886
16375,3329.768785485397
16376,4032.0748572154307
16377,5636.258769700356
16378,7537.603164041477
16379,4935.576353409982
16380,3783.2771651892217
16381,5594.921947827192
16382,7626.2375857434745
16383,5461.565625722812
16384,4912.838025019762
16385,6625.9433225812045
16386,8206.99598062344
16387,3497.6063940372155
16388,6223.619095444729
16389,4995.750984320987
16390,5356.940208152812
16391,6248.27534455293
16392,4717.527766091022
16393,7760.619124957054
16394,5758.402010469564
16395,6854.0996260780585
16396,6267.76979851407
16397,5283.0524311480085
16398,4928.2161121236795
16399,5306.644514836579
16400,5684.0781781189025
16401,7350.992680499592
16402,3755.4375262590643
16403,6181.548251498973
16404,6780.28740732583
16405,5260.312779678282
16406,5322.032867668135
16407,5747.547592797941
16408,6500.10950594445
16409,7149.630945678359
16410,5130.015908587666
16411,6141.806720860332
16412,3989.76925334648
16413,7514.169769839031
16414,4384.173528052704
16415,5986.156349184757
16416,6151.797074570192
16417,7718.942353095415
16418,7237.8412585834485
16419,2550.1978244156644
16420,6033.988008697953
16421,4970.355729253083
16422,4814.836059688227
16423,7646.546417882778
16424,4489.035979485903
16425,5548.620250819706
16426,4524.065696941853
16427,6933.912478858409
16428,7336.947762761603
16429,6074.558075464691
16430,5399.863857277936
16431,6428.287633446809
16432,6834.378122276913
16433,7180.848965574593
16434,5566.042070292912
16435,7093.789914296107
16436,4626.137024403997
16437,8173.956223803725
16438,7397.422972367822
16439,5766.390256097922
16440,7282.522959134888
16441,3866.9207816739386
16442,3501.045688111015
16443,7670.547353803992
16444,3868.502428706588
16445,7487.6441672889605
16446,6840.845264780497
16447,4709.9636013136715
16448,6969.890055979136
16449,7145.293796269228
16450,6175.966011583156
16451,4265.767801238768
16452,5177.199965788216
16453,6137.083638812572
16454,4228.012389816406
16455,6042.24768261436
16456,4001.150044463698
16457,8103.339232341003
16458,6351.804271141632
16459,7048.899213267043
16460,5017.0918635229355
16461,4016.081207057736
16462,4393.494417922589
16463,5077.339499472034
16464,6208.869359441766
16465,6819.985069823937
16466,7527.220681462446
16467,5627.829946533161
16468,6065.131255585429
16469,4237.220628900178
16470,4836.553372784392
16471,6493.049210871492
16472,3941.2071900863193
16473,7484.796967978993
16474,8029.293543408307
16475,7914.805245684357
16476,4186.691379147746
16477,7079.626965855685
16478,6221.417110185046
16479,6240.752333666981
16480,3493.5070707273157
16481,4357.673757243225
16482,6532.6676866888665
16483,5355.542915145409
16484,7390.222717530751
16485,7328.298481710405
16486,5398.24695743874
16487,3732.0014476475644
16488,7249.691816673078
16489,4471.230259176166
16490,7083.10896726463
16491,4882.147744826584
16492,6845.517075560866
16493,5962.026778614974
16494,5227.498458532607
16495,5626.682014071682
16496,6618.3911761511745
16497,6526.815312895882
16498,5035.101087672371
16499,6309.365550669123
16500,6049.909022658783
16501,7518.469196845406
16502,6037.5057098165735
16503,4112.507493093629
16504,5692.47284569467
16505,6926.336678775069
16506,7119.729152999231
16507,4855.766199911852
16508,6361.388043062757
16509,3732.9238874725766
16510,3810.7425100235428
16511,4420.852869479888
16512,6957.566722550792
16513,6273.254073773468
16514,5769.731547966684
16515,6042.619482976069
16516,7396.573409023718
16517,6049.906277922435
16518,6793.4746871245625
16519,6383.028105784465
16520,7071.162773478474
16521,7201.643389646337
16522,5557.230556917609
16523,6340.85025056637
16524,6610.988283193962
16525,6192.594892628188
16526,6008.629342807124
16527,3991.2595400234695
16528,5537.5736418070455
16529,5604.636099496327
16530,8079.785703705246
16531,7801.796383213728
16532,2008.682301999133
16533,5763.777183653796
16534,7301.597118524569
16535,5868.084546422435
16536,5892.574297157033
16537,7317.667791736889
16538,6096.305668865716
16539,5087.727374987052
16540,2942.659231260652
16541,5363.079999860336
16542,4032.7282550489394
16543,6033.570223395255
16544,5686.395070615255
16545,7374.764003847576
